OBJECTID,SciName,ComName,TaxonGroup,ElmCode,FedList,CalList,GRank,SRank,RPlantRank,OthrStatus,OccNumber,EOndx,Mapndx,ElmDate,SiteDate,Sensitive,OccRank,Presence,Accuracy,AccuracyOrder,Trend,OccType,County,Quad,Elevation,Latitude,Longitude,UTM,PLSS,Location,LocDetails,Ecological,ThreatList,Threat,General_,OwnerMgt,LastUpdate,KeyQuad,UTMZone,UTME,UTMN
145,Horkelia cuneata var. puberula,mesa horkelia,Dicots,PDROS0W045,None,None,G4T1,S1,1B.1,USFS_S-Sensitive,104,100313,98823,19290504,19290504,N,U-Unknown,Presumed Extant,Circular feature with a 1600 meter radius (1 mile),90,Unknown,Natural/Native occurrence,Ventura,Matilija (3411943) | Wheeler Springs (3411953),,34.491,-119.3206,Zone-11 N3819044 E286917,"T05N, R23W, Sec. 30 (S)","MATILIJA CANYON, BETWEEN MATILIJA SPRINGS AND LYONS SPRINGS.",MAPPED AS BEST GUESS BETWEEN MATILIJA HOT SPRINGS AND HISTORIC LYONS HOT SPRINGS.,,,,ONLY SOURCE OF INFORMATION FOR THIS SITE IS A 1929 HOLZWART COLLECTION. NEEDS FIELDWORK.,UNKNOWN,1/19/2016 12:00:00 AM,Matilija (3411943),11,286917,3819044
146,Pseudognaphalium leucocephalum,white rabbit-tobacco,Dicots,PDAST440C0,None,None,G4,S2,2B.2,,56,102731,,20150409,20150409,N,U-Unknown,Presumed Extant,Circular feature with a 600 meter radius (2/5 mile),60,Unknown,Natural/Native occurrence,Ventura,Santa Paula (3411931),270,34.3539,-119.03689,Zone-11 N3803277 E312667,"T03N, R21W, Sec. 12 (S)","END OF S HALLOCK DRIVE, SOUTH OF HIGHWAY 126, JUST EAST OF SANTA PAULA.",LOUGHMAN/PETO FAMILY TRUST PROPERTIES. MAPPED AS BEST GUESS AROUND THE PETO FAMILY TRUST PROPERTY (NOW OWNED BY TNC); UNCLEAR WHERE THE LOUGHMAN PROPERTY IS LOCATED.,"ROCKY AND SANDY RIVER WASH. GROWING ON SANDY, DRY BENCH WITH HETEROTHECA SESSILIFLORA, LOEFLINGIA SQUARROSA AND NICE BLACK LICHEN CRUST.",,,ONLY SOURCE OF INFORMATION FOR THIS SITE IS A 2015 GROSS COLLECTION. NEED MAP DETAIL FOR THIS SITE.,TNC?,7/18/2016 12:00:00 AM,Santa Paula (3411931),11,312667,3803277
147,Pseudognaphalium leucocephalum,white rabbit-tobacco,Dicots,PDAST440C0,None,None,G4,S2,2B.2,,57,102748,,20150429,20150429,N,U-Unknown,Presumed Extant,Circular feature with a 300 meter radius (1/5 mile),50,Unknown,Natural/Native occurrence,Ventura,Santa Paula (3411931),200,34.33102,-119.07333,Zone-11 N3800807 E309263,"T03N, R21W, Sec. 22, NW (S)","BUNN-BIRRELL PROPERTY; RIVERBED AT JUNCTION OF S MOUNTAIN ROAD AND CONVERSE ROAD, SW AREA OF SANTA PAULA.",EXACT LOCATION UNKNOWN. MAPPED AS BEST GUESS AROUND THE RIVERBED AREA IN VICINITY OF PROPERTY OWNED BY BUNN AND BIRRELL.,ROCKY AND SANDY RIVER WASH. WITH AREAS OF SUNNY OPENINGS AND OF THICK COPSE. GROWING IN OPENING.,,,ONLY SOURCE OF INFORMATION FOR THIS SITE IS A 2015 GROSS COLLECTION. NEED MAP DETAIL FOR THIS SITE.,UNKNOWN,7/19/2016 12:00:00 AM,Santa Paula (3411931),11,309263,3800807
148,Navarretia peninsularis,Baja navarretia,Dicots,PDPLM0C0L0,None,None,G3,S2,1B.2,SB_RSABG-Rancho Santa Ana Botanic Garden | USFS_S-Sensitive,37,103508,,,,N,U-Unknown,Presumed Extant,Circular feature with a 300 meter radius (1/5 mile),50,Unknown,Natural/Native occurrence,Ventura,Matilija (3411943),915,34.45418,-119.31564,Zone-11 N3814949 E287280,"T04N, R23W, Sec. 5, SW (S)","WILLS CANYON, OJAI VALLEY.",MAPPED ACCORDING TO LOCATION DESCRIPTION PROVIDED BY MAGNEY.,LARGE GRASSLAND MEADOW.,,,UNKNOWN NUMBER OF PLANTS OBSERVED IN 2002. ID OF PLANTS MAY NEED CONFIRMATION; THE JEPSON MANUAL GIVES THE LOW ELEVATION FOR THIS SPECIES AS 1400 M (~4600 FEET) BUT THIS SITE IS AT ABOUT 280 M (915 FEET) IN ELEVATION.,USFS-LOS PADRES NF,9/22/2016 12:00:00 AM,Matilija (3411943),11,287280,3814949
149,Allium howellii var. clokeyi,Mt. Pinos onion,Monocots,PMLIL02161,None,None,G4T2,S2,1B.3,SB_SBBG-Santa Barbara Botanic Garden | USFS_S-Sensitive,16,103552,,19670602,19670602,N,U-Unknown,Presumed Extant,Circular feature with a 600 meter radius (2/5 mile),60,Unknown,Natural/Native occurrence,Ventura,Wheeler Springs (3411953),4500,34.6097,-119.36622,Zone-11 N3832307 E283036,"T06N, R23W, Sec. 18, W (S)",NEAR SANDSTONE CAMP OFF ROUTE 33.,MAPPED BY CNDDB AROUND THE HISTORIC SANDSTONE CAMP. GIVEN ELEVATION IS 4500 FEET.,ON SLOPE OF HEAVIER SOIL MIXED WITH ROCKY FRAGMENTS (NOT SERPENTINE).,,,ONLY SOURCE OF INFORMATION FOR THIS SITE IS A 1967 CHANDLER COLLECTION. NEEDS FIELDWORK.,UNKNOWN,9/27/2016 12:00:00 AM,Wheeler Springs (3411953),11,283036,3832307
150,Layia heterotricha,pale-yellow layia,Dicots,PDAST5N070,None,None,G2,S2,1B.1,BLM_S-Sensitive | SB_SBBG-Santa Barbara Botanic Garden | USFS_S-Sensitive,128,107394,,20010602,20010602,N,U-Unknown,Presumed Extant,Specific bounded area with an 80 meter radius,10,Unknown,Natural/Native occurrence,Ventura,Matilija (3411943),2870,34.48596,-119.252,Zone-11 N3818342 E293205,"T05N, R23W, Sec. 26, NE (S)","STEWART CANYON, APPROXIMATELY 0.3 AIR MILE NW OF PEAK 3456, LOS PADRES NATIONAL FOREST.","MAPPED ACCORDING TO USFS DIGITAL DATA, IN THE SE 1/4 OF THE NE 1/4 OF SECTION 26.",,,,UNKNOWN NUMBER OF PLANTS OBSERVED IN 2001. MINIMAL ATTRIBUTE TABLE INFORMATION PROVIDED FOR THIS SITE; NEEDS FIELDWORK.,USFS-LOS PADRES NF,8/2/2017 12:00:00 AM,Matilija (3411943),11,293205,3818342
151,Astragalus didymocarpus var. milesianus,Miles' milk-vetch,Dicots,PDFAB0F2X3,None,None,G5T2,S2,1B.2,,12,107451,,19450408,19450408,N,U-Unknown,Presumed Extant,Circular feature with a 1600 meter radius (1 mile),90,Unknown,Natural/Native occurrence,Ventura,Ventura (3411933) | Matilija (3411943),,34.36525,-119.32673,Zone-11 N3805108 E286034,"T03N, R23W, Sec. 6 (S)","CASITAS ROAD, VENTURA.",EXACT LOCATION UNKNOWN. MAPPED BY CNDDB AS BEST GUESS AROUND THE CASITAS PASS ROAD AREA WHERE IT PARALLELS COYOTE CREEK. OTHER POLLARD COLLECTIONS FROM THE SAME DAY FOR DIFFERENT SPECIES WERE FROM COYOTE CREEK.,,,,ONLY SOURCE OF INFORMATION FOR THIS SITE IS A 1945 POLLARD COLLECTION. ID NEEDS CONFIRMATION. COLLECTION AT SBBG IS IDENTIFIED AS VAR. MILESIANUS WHILE COLLECTION AT CAS IS IDENTIFIED AS VAR. DIDYMOCARPUS.,UNKNOWN,8/4/2017 12:00:00 AM,Ventura (3411933),11,286034,3805108
152,Nolina cismontana,chaparral nolina,Monocots,PMAGA080E0,None,None,G3,S3,1B.2,SB_RSABG-Rancho Santa Ana Botanic Garden | SB_SBBG-Santa Barbara Botanic Garden | USFS_S-Sensitive,69,108624,,20090509,20090509,N,U-Unknown,Presumed Extant,Specific bounded area,20,Unknown,Natural/Native occurrence,Ventura,Matilija (3411943),1200,34.44042,-119.34167,Zone-11 N3813478 E284853,"T04N, R24W, Sec. 12, SE (S)","WEST OF SANTA ANA CREEK, ABOUT 1.4 AIR MILES NORTH OF THE INTERSECTION OF SANTA ANA RD AND HIGHWAY 150.",2 POLYGONS MAPPED IN THE NE 1/4 OF THE SE 1/4 OF SECTION 12.,,,,UNKNOWN NUMBER OF PLANTS OBSERVED IN 2009.,USFS-LOS PADRES NF,10/17/2017 12:00:00 AM,Matilija (3411943),11,284853,3813478
153,Calochortus fimbriatus,late-flowered mariposa-lily,Monocots,PMLIL0D1J2,None,None,G3,S3,1B.3,BLM_S-Sensitive | SB_SBBG-Santa Barbara Botanic Garden | USFS_S-Sensitive,94,108751,,,,N,U-Unknown,Presumed Extant,Circular feature with a 1600 meter radius (1 mile),90,Unknown,Natural/Native occurrence,Ventura,Fillmore (3411848),,34.40018,-118.9506,Zone-11 N3808254 E320703,"T04N, R20W, Sec. 26 (S)",SESPE.,EXACT LOCATION UNKNOWN. MAPPED BY CNDDB IN THE GENERAL VICINITY OF SESPE.,,,,ONLY SOURCE OF INFORMATION FOR THIS SITE IS A 1940 COLLECTION BY FAUNTLEROY. NEEDS FIELDWORK.,UNKNOWN,10/24/2017 12:00:00 AM,Fillmore (3411848),11,320703,3808254
154,Calochortus fimbriatus,late-flowered mariposa-lily,Monocots,PMLIL0D1J2,None,None,G3,S3,1B.3,BLM_S-Sensitive | SB_SBBG-Santa Barbara Botanic Garden | USFS_S-Sensitive,95,108753,,20090509,20090509,N,U-Unknown,Presumed Extant,Specific bounded area,20,Unknown,Natural/Native occurrence,Ventura,Matilija (3411943),2300,34.44751,-119.36282,Zone-11 N3814310 E282927,"T04N, R24W, Sec. 11, NE (S)","HEADWATERS OF POPLIN CREEK, ABOUT 0.2 MILE EAST OF BM 2432, WEST OF OJAI.","MAPPED ACCORDING TO 2012 USFS DIGITAL DATA, IN THE NW 1/4 OF THE NE 1/4 OF SECTION 11.",,,,UNKNOWN NUMBER OF PLANTS OBSERVED IN 2009.,USFS-LOS PADRES NF,10/24/2017 12:00:00 AM,Matilija (3411943),11,282927,3814310
155,Calochortus fimbriatus,late-flowered mariposa-lily,Monocots,PMLIL0D1J2,None,None,G3,S3,1B.3,BLM_S-Sensitive | SB_SBBG-Santa Barbara Botanic Garden | USFS_S-Sensitive,96,108755,,20050714,20050714,N,U-Unknown,Presumed Extant,Specific bounded area,20,Unknown,Natural/Native occurrence,Ventura,Lion Canyon (3411952),5400,34.51045,-119.16869,Zone-11 N3820891 E300915,"T05N, R22W, Sec. 15, S (S)","VICINITY OF CHIEF PEAK AND ALONG RIDGE 0.25 MILE NORTHWEST OF PEAK, EASTERN END OF NORDHOFF RIDGE.",2 POLYGONS MAPPED ACCORDING TO 2012 USFS DIGITAL DATA.,,,,UNKNOWN NUMBER OF PLANTS OBSERVED IN 2005.,USFS-LOS PADRES NF,10/24/2017 12:00:00 AM,Lion Canyon (3411952),11,300915,3820891
156,Calochortus fimbriatus,late-flowered mariposa-lily,Monocots,PMLIL0D1J2,None,None,G3,S3,1B.3,BLM_S-Sensitive | SB_SBBG-Santa Barbara Botanic Garden | USFS_S-Sensitive,97,108756,,20050713,20050713,N,U-Unknown,Presumed Extant,Specific bounded area,20,Unknown,Natural/Native occurrence,Ventura,Lion Canyon (3411952),4800,34.50253,-119.16524,Zone-11 N3820006 E301213,"T05N, R22W, Sec. 22, NE (S)","RIDGE AT HEAD OF HORN CANYON, ABOUT 0.5 MILE SOUTH OF CHIEF PEAK.",3 POLYGONS MAPPED ACCORDING TO 2012 USFS DIGITAL DATA.,,,,UNKNOWN NUMBER OF PLANTS OBSERVED IN 2005.,USFS-LOS PADRES NF,10/24/2017 12:00:00 AM,Lion Canyon (3411952),11,301213,3820006
157,Calochortus palmeri var. palmeri,Palmer's mariposa-lily,Monocots,PMLIL0D122,None,None,G3T2,S2,1B.2,BLM_S-Sensitive | SB_RSABG-Rancho Santa Ana Botanic Garden | SB_SBBG-Santa Barbara Botanic Garden | USFS_S-Sensitive,114,110599,,20030613,20030613,N,U-Unknown,Presumed Extant,Specific bounded area,20,Unknown,Natural/Native occurrence,Ventura,Wheeler Springs (3411953),4230,34.60546,-119.34825,Zone-11 N3831799 E284673,"T06N, R23W, Sec. 17, SW (S)","JUST WEST OF LOWER GODWIN CANYON, NORTH OF HIGHWAY 33 AND SESPE CREEK.","MAPPED AS 2 POLYGONS. DIRECTIONS TO SITE: TRAVEL ALONG HWY 33 TO GODWIN CANYON AT MILEPOST MARKER 37.52, NORTH OF CHORRO GRANDE TRAILHEAD AND SOUTH OF CHERRY CANYON. PARK IN TURNOUT ON NORTH SIDE OF HWY AND HIKE UP CANYON ALONG THE CREEK.",,,,UNKNOWN NUMBER OF PLANTS OBSERVED IN 2003.,USFS-LOS PADRES NF,3/27/2018 12:00:00 AM,Wheeler Springs (3411953),11,284673,3831799
158,Atriplex coulteri,Coulter's saltbush,Dicots,PDCHE040E0,None,None,G3,S1S2,1B.2,SB_RSABG-Rancho Santa Ana Botanic Garden,133,113448,,20090130,20090130,N,U-Unknown,Presumed Extant,Specific bounded area with an 80 meter radius,10,Unknown,Natural/Native occurrence,Ventura,Ventura (3411933),12,34.27818,-119.31216,Zone-11 N3795420 E287154,"T02N, R23W, Sec. 5, S (S)","EMMA WOOD STATE BEACH, ADJACENT TO VENTURA RIVER.",MAPPED ACCORDING TO 2009 CAHILL COORDINATES.,,,,ONLY SOURCE OF INFORMATION FOR THIS SITE IS A 2009 CAHILL COLLECTION.,DPR-EMMA WOOD SB,12/5/2018 12:00:00 AM,Ventura (3411933),11,287154,3795420
159,Caulanthus lemmonii,Lemmon's jewelflower,Dicots,PDBRA0M0E0,None,None,G3,S3,1B.2,BLM_S-Sensitive | SB_SBBG-Santa Barbara Botanic Garden | USFS_S-Sensitive,90,116811,,20180512,20180512,N,U-Unknown,Presumed Extant,Specific bounded area with an 80 meter radius,10,Unknown,Natural/Native occurrence,Ventura,Rancho Nuevo Creek (3411964),5128,34.64037,-119.41374,Zone-11 N3835813 E278760,"T06N, R24W, Sec. 3, SW (S)","POTRERO SECO ROAD, APPROXIMATELY 0.8 AIR MILE ENE OF POTRERO SECO CAMPGROUND.","MAPPED ACCORDING TO 2018 SEARCY COORDINATES, IN THE NE 1/4 OF THE SW 1/4 OF SECTION 3.",OPEN SHALEY SOUTH-FACING SLOPE ON ROADSIDE.,,,ONLY SOURCE OF INFORMATION FOR THIS SITE IS A 2018 SEARCY COLLECTION.,UNKNOWN,9/10/2019 12:00:00 AM,Rancho Nuevo Creek (3411964),11,278760,3835813
160,Muhlenbergia utilis,aparejo grass,Monocots,PMPOA481X0,None,None,G4,S2S3,2B.2,,7,116941,,19640521,19640521,N,U-Unknown,Presumed Extant,Circular feature with a 600 meter radius (2/5 mile),60,Unknown,Natural/Native occurrence,Ventura,White Ledge Peak (3411944) | Old Man Mountain (3411954),2000,34.50032,-119.39499,Zone-11 N3820237 E280110,"T05N, R24W, Sec. 21 (S)","MURIETTA CANYON TRAIL, WEST OF MATILIJA LAKE.",EXACT LOCATION UNKNOWN. MAPPED AROUND THE PORTION OF THE TRAIL IN MURIETTA CANYON AT ~2000 FEET BASED ON ELEVATION GIVEN ON 1964 POLLARD COLLECTION LABEL.,ALONG CREEK. DAMP FLAT AND SEEP ON TRAIL.,,,SITE BASED ON 1963 PIEHL AND 1964 POLLARD COLLECTIONS. A 1946 POLLARD COLLECTION FROM MURIETTA CANYON IS ALSO ATTRIBUTED TO THIS SITE.,USFS-LOS PADRES NF,9/27/2019 12:00:00 AM,Old Man Mountain (3411954),11,280110,3820237
