"","OBJECTID","Institution_Code","Catalog_Number","Scientific.Name","Collector","Collector_Num_Prefix","Collector_Num","Collector_Num_Suffix","early_J_date","late_J_date","Date_Collected","County","Elevation","Locality","Latitude","Longitude","Datum","Link_Back","Column1","Common.Name","Family","Lifeform","CRPR","GRank","SRank","CESA","FESA","Blooming.Period","Habitat","Micro.Habitat","Elevation.Low..m.","Elevation.Low..ft.","Elevation.High..m.","Elevation.High..ft.","CA.Endemic","States","Counties","Quads","EO.Total","EO.A","EO.B","EO.C","EO.D","EO.X","EO.U","EO.Historical","EO.Recent","EO.Extant","EO.Possibly.Extirpated","EO.Extirpated","Notes","Full.Scientific.Name","Synonyms","Element.Code","USDA.PLANTS.Symbol","Flora.Status","CBR.Reason","Date.Added","Date.Changed","Last.Update","X"
"332",15618,"UC","UC1069384","Phacelia ramosissima var. austrolitoralis","J. E. Sowder","",150,"",2427463,2427463,"Jan 25 1934","Ventura","","1 1/4 mi nw Casitas; Ventura Quadrangle",34.3884,-119.347,"not recorded","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=UC1069384"" target=""_blank"">View Details</a>",NA,"south coast branching phacelia","Hydrophyllaceae","perennial herb","3.2","G5?T3Q","S3","None","None","Mar-Aug","Chaparral, Coastal dunes, Coastal scrub, Marshes and swamps (coastal salt)","sandy, sometimes rocky",5,15,300,985,FALSE,"BA","LAX, MNT, ORA, SBA, SDG, SLO, VEN","Del Mar (3211782), Rancho Santa Fe (3311712), Encinitas (3311713), San Luis Rey (3311723), Dana Point (3311746), San Juan Capistrano (3311756), Laguna Beach (3311757), Newport Beach (3311768), Anaheim (3311778), La Habra (3311788), Venice (3311884), Santa Cruz Island D (3311984), Santa Cruz Island B (3311986), San Miguel Island East (3312083), San Miguel Island West (3312084), Point Dume (3411817), Triunfo Pass (3411818), Point Mugu (3411911), Oxnard (3411922), Ventura (3411933), Carpinteria (3411945), Santa Barbara (3411946), Goleta (3411947), Dos Pueblos Canyon (3411948), Point Conception (3412044), Tranquillon Mtn. (3412055), Point Arguello (3412056), Lompoc (3412064), Surf (3412065), Zaca Lake (3412071), Orcutt (3412074), Casmalia (3412075), Nipomo (3512014), Oceano (3512015), Monterey (3612158)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previously on List 4.2.  Occurrences from MON and SLO counties may be misidentified.  Many collections old; need field surveys. Threatened by development.  Possibly threatened by non-native plants.  Characters distinguishing the varieties of P. ramosissima do not work most of the time; needs further study.  A synonym of P. ramosissima in TJM 2.","Phacelia ramosissima Lehm. var. austrolitoralis Munz","","PDHYD0C416","PHRAA",NA,NA,"2007-05-18","","2016-10-18",NA
"333",15625,"CAS-BOT-BC","CAS-BOT-BC145171","Phacelia hubbyi","Henry M. Pollard","s.n.",NA,"",2432681,2432681,"May 9, 1948","Ventura","","Sulphur Mt., Ventura River Basin",34.408162,-119.2084,"Geolocate (copied from RSA43402)","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=CAS-BOT-BC145171"" target=""_blank"">View Details</a>",NA,"Hubby's phacelia","Hydrophyllaceae","annual herb","4.2","G4","S4","None","None","Apr-Jul","Chaparral, Coastal scrub, Valley and foothill grassland","gravelly, rocky, talus",0,0,1000,3280,TRUE,"","KRN, LAX, SBA, VEN","Yorba Linda (3311787), San Pedro (3311863), Torrance (3311873), Redondo Beach (3311874), Santa Cruz Island D (3311984), Santa Cruz Island C (3311985), San Dimas (3411717), Los Angeles (3411812), Hollywood (3411813), Malibu Beach (3411816), Point Dume (3411817), Triunfo Pass (3411818), Burbank (3411823), Van Nuys (3411824), Sunland (3411833), Val Verde (3411846), Acton (3411846), Piru (3411847), Warm Springs Mountain (3411855), Ventura (3411933), Matilija (3411943), Santa Barbara (3411946), Goleta (3411947), Hildreth Peak (3411955), Little Pine Mtn. (3411956), San Marcos Pass (3411957), Santa Ynez (3412051), Lompoc (3412064), Twitchell Dam (3412083), Cinco (3511831)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Many collections old; need field surveys.  Possibly threatened by development, fire suppression, and weed control measures.  See P. cicutaria var. hubbyi in The Jepson Manual (1993).  See Contr. Gray Herb. 49: 29 (1917) for original description, and Leaflets of Western Botany III(5): 120 (1942) and Madroño 56(3):205-207 (2009) for revised nomenclature.","Phacelia hubbyi (J.F. Macbr.) L.M. Garrison","Phacelia cicutaria var. hubbyi","PDHYD0C0R4","PHHU4",NA,NA,"2007-02-02","","2016-10-18",NA
"334",15651,"A","A422682","Juglans californica","L. Abrams & E. A. McGregor","",9,"",2418094,2418095,"1908-06-01 - 1908-06-02","Unknown","304 m","Sulphur Mountain Springs, Sulphur Mountains",34.4293,-119.0897,"NAD83","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=A422682"" target=""_blank"">View Details</a>",NA,"Southern California black walnut","Juglandaceae","perennial deciduous tree","4.2","G4","S4","None","None","Mar-Aug","Chaparral, Cismontane woodland, Coastal scrub, Riparian woodland","alluvial",50,160,900,2955,TRUE,"","LAX, ORA, RIV, SBA, SBD, SDG, VEN","Sitton Peak (3311754), Lake Elsinore (3311763), Anaheim (3311778), El Casco (3311781), Prado Dam (3311786), Yorba Linda (3311787), La Habra (3311788), Whittier (3311881), Yucaipa (3411711), Ontario (3411716), Baldwin Park (3411718), San Bernardino North (3411723), Devore (3411724), Cucamonga Peak (3411725), Glendora (3411727), Cajon (3411734), El Monte (3411811), Hollywood (3411813), Topanga (3411815), Mt. Wilson (3411821), Burbank (3411823), Van Nuys (3411824), Condor Peak (3411832), San Fernando (3411834), Oat Mountain (3411835), Santa Susana (3411836), Newhall (3411845), Acton (3411846), Val Verde (3411846), Acton (3411846), Val Verde (3411846), Ojai (3411942), Matilija (3411943), White Ledge Peak (3411944)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Walnut forest is a much fragmented, rare, and declining vegetation community.  Threatened by urbanization, grazing, non-native plants, and possibly by lack of natural reproduction.  Possibly threatened by hybridization with horticultural varieties of walnut.  A synonym of J. californica var. californica in The Jepson Manual.  See Proceedings of the American Academy of Arts and Sciences 10:349 (1875) for original description, and Southern California Botanists Special Publication No. 3, pp. 42-54 (1990) for additional information.","Juglans californica Wats.","Juglans californica var. californica","PDJUG02020","JUCA",NA,NA,"1994-01-01","","2015-07-23",NA
"335",15675,"CAS-BOT-BC","CAS-BOT-BC101952","Juglans californica","Henry M. Pollard","s.n.",NA,"",2440869,2440869,"October 9, 1970","Ventura","","on flat of San Antonio Creek north of and near Rancho Arnaz, Oak View",34.391,-119.296,"Terrain Nav. v. 8.7 (copied from SBBG39102)","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=CAS-BOT-BC101952"" target=""_blank"">View Details</a>",NA,"Southern California black walnut","Juglandaceae","perennial deciduous tree","4.2","G4","S4","None","None","Mar-Aug","Chaparral, Cismontane woodland, Coastal scrub, Riparian woodland","alluvial",50,160,900,2955,TRUE,"","LAX, ORA, RIV, SBA, SBD, SDG, VEN","Sitton Peak (3311754), Lake Elsinore (3311763), Anaheim (3311778), El Casco (3311781), Prado Dam (3311786), Yorba Linda (3311787), La Habra (3311788), Whittier (3311881), Yucaipa (3411711), Ontario (3411716), Baldwin Park (3411718), San Bernardino North (3411723), Devore (3411724), Cucamonga Peak (3411725), Glendora (3411727), Cajon (3411734), El Monte (3411811), Hollywood (3411813), Topanga (3411815), Mt. Wilson (3411821), Burbank (3411823), Van Nuys (3411824), Condor Peak (3411832), San Fernando (3411834), Oat Mountain (3411835), Santa Susana (3411836), Newhall (3411845), Acton (3411846), Val Verde (3411846), Acton (3411846), Val Verde (3411846), Ojai (3411942), Matilija (3411943), White Ledge Peak (3411944)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Walnut forest is a much fragmented, rare, and declining vegetation community.  Threatened by urbanization, grazing, non-native plants, and possibly by lack of natural reproduction.  Possibly threatened by hybridization with horticultural varieties of walnut.  A synonym of J. californica var. californica in The Jepson Manual.  See Proceedings of the American Academy of Arts and Sciences 10:349 (1875) for original description, and Southern California Botanists Special Publication No. 3, pp. 42-54 (1990) for additional information.","Juglans californica Wats.","Juglans californica var. californica","PDJUG02020","JUCA",NA,NA,"1994-01-01","","2015-07-23",NA
"336",15680,"UCSB","UCSB53229","Juglans californica","Magney, David; Burgess, Rick","",NA,"",2445577,2445577,"1983-08-30","Ventura","701 m","along Hwy 33 (mile matter 23.00); 12 miles-N of Ojai; western Transverse Ranges T5N, R23W, S. I, 2 & 3; Wheeler Springs Quadrangle",34.5333333,-119.2666667,"not recorded","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=UCSB53229"" target=""_blank"">View Details</a>",NA,"Southern California black walnut","Juglandaceae","perennial deciduous tree","4.2","G4","S4","None","None","Mar-Aug","Chaparral, Cismontane woodland, Coastal scrub, Riparian woodland","alluvial",50,160,900,2955,TRUE,"","LAX, ORA, RIV, SBA, SBD, SDG, VEN","Sitton Peak (3311754), Lake Elsinore (3311763), Anaheim (3311778), El Casco (3311781), Prado Dam (3311786), Yorba Linda (3311787), La Habra (3311788), Whittier (3311881), Yucaipa (3411711), Ontario (3411716), Baldwin Park (3411718), San Bernardino North (3411723), Devore (3411724), Cucamonga Peak (3411725), Glendora (3411727), Cajon (3411734), El Monte (3411811), Hollywood (3411813), Topanga (3411815), Mt. Wilson (3411821), Burbank (3411823), Van Nuys (3411824), Condor Peak (3411832), San Fernando (3411834), Oat Mountain (3411835), Santa Susana (3411836), Newhall (3411845), Acton (3411846), Val Verde (3411846), Acton (3411846), Val Verde (3411846), Ojai (3411942), Matilija (3411943), White Ledge Peak (3411944)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Walnut forest is a much fragmented, rare, and declining vegetation community.  Threatened by urbanization, grazing, non-native plants, and possibly by lack of natural reproduction.  Possibly threatened by hybridization with horticultural varieties of walnut.  A synonym of J. californica var. californica in The Jepson Manual.  See Proceedings of the American Academy of Arts and Sciences 10:349 (1875) for original description, and Southern California Botanists Special Publication No. 3, pp. 42-54 (1990) for additional information.","Juglans californica Wats.","Juglans californica var. californica","PDJUG02020","JUCA",NA,NA,"1994-01-01","","2015-07-23",NA
"337",15689,"CAS-BOT-BC","CAS-BOT-BC110473","Suaeda taxifolia","Henry M. Pollard","s.n.",NA,"",2431798,2431798,"Dec. 8, 1945.","Ventura","","Ventura River Basin. Near Pierport Sun. Ventura.",34.2736,-119.2834,"RSA:2009 (copied from RSA43380)","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=CAS-BOT-BC110473"" target=""_blank"">View Details</a>",NA,"woolly seablite","Chenopodiaceae","perennial evergreen shrub","4.2","G4","S4","None","None","Jan-Dec","Coastal bluff scrub, Coastal dunes, Marshes and swamps (margins of coastal salt)","",0,0,50,165,FALSE,"BA, GU","ANA, LAX, ORA, SBA, SBR, SCM, SCT, SCZ, SDG, SLO, SNI, SRO, VEN","La Jolla (3211772), Del Mar (3211782), San Clemente Island North (3211885), San Onofre Bluff (3311735), San Clemente (3311745), Dana Point (3311746), San Pedro (3311863), Venice (3311884), San Nicolas Island (3311924), Anacapa Island (3311983), Point Mugu (3411911), Camarillo (3411921), Oxnard (3411922), Ventura (3411933), Pitas Point (3411934)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Possibly threatened by urbanization, illegal dumping, and non-native plants.  See North American Flora 21:91 (1916) for original description.","Suaeda taxifolia (Standl.) Standl.","","PDCHE0P0L0","SUTA2",NA,NA,"1994-01-01","","2013-05-09",NA
"338",15708,"SBBG","SBBG122289","Juglans californica","R. Burgess, P. Munro","",3709,"",2451628,2451628,"24-Mar-2000","Ventura","121 m","Red Mtn, Foster Park area, N of cmpgrd at Crew Trail",34.356,-119.317,"","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=SBBG122289"" target=""_blank"">View Details</a>",NA,"Southern California black walnut","Juglandaceae","perennial deciduous tree","4.2","G4","S4","None","None","Mar-Aug","Chaparral, Cismontane woodland, Coastal scrub, Riparian woodland","alluvial",50,160,900,2955,TRUE,"","LAX, ORA, RIV, SBA, SBD, SDG, VEN","Sitton Peak (3311754), Lake Elsinore (3311763), Anaheim (3311778), El Casco (3311781), Prado Dam (3311786), Yorba Linda (3311787), La Habra (3311788), Whittier (3311881), Yucaipa (3411711), Ontario (3411716), Baldwin Park (3411718), San Bernardino North (3411723), Devore (3411724), Cucamonga Peak (3411725), Glendora (3411727), Cajon (3411734), El Monte (3411811), Hollywood (3411813), Topanga (3411815), Mt. Wilson (3411821), Burbank (3411823), Van Nuys (3411824), Condor Peak (3411832), San Fernando (3411834), Oat Mountain (3411835), Santa Susana (3411836), Newhall (3411845), Acton (3411846), Val Verde (3411846), Acton (3411846), Val Verde (3411846), Ojai (3411942), Matilija (3411943), White Ledge Peak (3411944)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Walnut forest is a much fragmented, rare, and declining vegetation community.  Threatened by urbanization, grazing, non-native plants, and possibly by lack of natural reproduction.  Possibly threatened by hybridization with horticultural varieties of walnut.  A synonym of J. californica var. californica in The Jepson Manual.  See Proceedings of the American Academy of Arts and Sciences 10:349 (1875) for original description, and Southern California Botanists Special Publication No. 3, pp. 42-54 (1990) for additional information.","Juglans californica Wats.","Juglans californica var. californica","PDJUG02020","JUCA",NA,NA,"1994-01-01","","2015-07-23",NA
"339",15759,"CAS-BOT-BC","CAS-BOT-BC101943","Juglans californica","H. M. Pollard","s.n.",NA,"",2440488,2440488,"Sept. 23, 1969","Ventura","","Flat pasture on San Antonio Creek N. of and near Rancho Arnaz, Oak View",34.39,-119.296,"Terrain Nav. v. 8.7 (copied from SBBG35776)","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=CAS-BOT-BC101943"" target=""_blank"">View Details</a>",NA,"Southern California black walnut","Juglandaceae","perennial deciduous tree","4.2","G4","S4","None","None","Mar-Aug","Chaparral, Cismontane woodland, Coastal scrub, Riparian woodland","alluvial",50,160,900,2955,TRUE,"","LAX, ORA, RIV, SBA, SBD, SDG, VEN","Sitton Peak (3311754), Lake Elsinore (3311763), Anaheim (3311778), El Casco (3311781), Prado Dam (3311786), Yorba Linda (3311787), La Habra (3311788), Whittier (3311881), Yucaipa (3411711), Ontario (3411716), Baldwin Park (3411718), San Bernardino North (3411723), Devore (3411724), Cucamonga Peak (3411725), Glendora (3411727), Cajon (3411734), El Monte (3411811), Hollywood (3411813), Topanga (3411815), Mt. Wilson (3411821), Burbank (3411823), Van Nuys (3411824), Condor Peak (3411832), San Fernando (3411834), Oat Mountain (3411835), Santa Susana (3411836), Newhall (3411845), Acton (3411846), Val Verde (3411846), Acton (3411846), Val Verde (3411846), Ojai (3411942), Matilija (3411943), White Ledge Peak (3411944)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Walnut forest is a much fragmented, rare, and declining vegetation community.  Threatened by urbanization, grazing, non-native plants, and possibly by lack of natural reproduction.  Possibly threatened by hybridization with horticultural varieties of walnut.  A synonym of J. californica var. californica in The Jepson Manual.  See Proceedings of the American Academy of Arts and Sciences 10:349 (1875) for original description, and Southern California Botanists Special Publication No. 3, pp. 42-54 (1990) for additional information.","Juglans californica Wats.","Juglans californica var. californica","PDJUG02020","JUCA",NA,NA,"1994-01-01","","2015-07-23",NA
"340",15794,"UCSB","UCSB8634","Quercus dumosa","Muller, Cornelius","",NA,"",2436803,2436803,"1959-08-22","Santa Barbara","","About mouth of Rattlesnake Canyon, foothills of Santa Ynez Mountains, north edge of Santa Barbara",34.457,-119.693,"NAD83","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=UCSB8634"" target=""_blank"">View Details</a>",NA,"Nuttall's scrub oak","Fagaceae","perennial evergreen shrub","1B.1","G3","S3","None","None","Feb-Apr(May-Aug)","Closed-cone coniferous forest, Chaparral, Coastal scrub","sandy, clay loam",15,45,400,1310,FALSE,"BA","LAX, ORA, SBA, SDG, VEN","Otay Mountain (3211657), Otay Mesa (3211658), Dulzura (3211667), Jamul Mountains (3211668), Alpine (3211677), El Cajon (3211678), Imperial Beach (3211751), National City (3211761), Point Loma (3211762), La Mesa (3211771), La Jolla (3211772), Poway (3211781), Del Mar (3211782), Escondido (3311711), Rancho Santa Fe (3311712), Encinitas (3311713), San Marcos (3311722), San Luis Rey (3311723), Oceanside (3311724), Las Pulgas Canyon (3311734), Margarita Peak (3311744), Dana Point (3311746), Canada Gobernadora (3311755), San Juan Capistrano (3311756), Laguna Beach (3311757), Hollywood (3411813), Beverly Hills (3411814), Triunfo Pass (3411818), Newbury Park (3411828), White Ledge Peak (3411944), Carpinteria (3411945), Santa Barbara (3411946)",180,11,14,14,3,3,135,47,133,177,1,2,"Threatened by development, fire suppression, and vegetation/fuels management.  Possibly threatened by hybridization with Q. berberidifolia.  Widespread scrub oak from much of cismontane CA, previously called Q. dumosa, is now Q. berberidifolia.","Quercus dumosa Nutt.","","PDFAG050D0","QUDU",NA,NA,"1994-01-01","","2012-05-17",NA
"341",15802,"UCSB","UCSB49768","Sagittaria sanfordii","Reisentz, Paul","",NA,"",2443993,2443993,"1979-04-29","Ventura","190 m","Mirror Lake, 1/2 mile south of intersection of Hwy 33, 3 miles SW of Ojai, 12 miles N of Ventura",34.423,-119.2903,"WGS84","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=UCSB49768"" target=""_blank"">View Details</a>",NA,"Sanford's arrowhead","Alismataceae","perennial rhizomatous herb (emergent)","1B.2","G3","S3","None","None","May-Oct(Nov)","Marshes and swamps (assorted shallow freshwater)","",0,0,650,2135,TRUE,"","BUT, DNT, ELD, FRE, MER, MPA, MRN, NAP, ORA, PLA, SAC, SBD, SHA, SJQ, SOL, TEH, TUL, VEN, YUB","Newport Beach (3311768), Cucamonga Peak (3411725), Matilija (3411943), Ivanhoe (3611942), Monson (3611943), Orange Cove South (3611953), Reedley (3611954), Orange Cove North (3611963), Wahtoke (3611964), Piedra (3611974), Clovis (3611976), Fresno North (3611977), Friant (3611986), Jamesan (3612062), Mendota Dam (3612073), Delta Ranch (3712016), Los Banos (3712017), Turner Ranch (3712026), Owens Reservoir (3712032), Merced (3712034), Atwater (3712035), Stevinson (3712037), Gustine (3712038), Yosemite Lake (3712044), Lathrop (3712173), Stockton West (3712183), Waterloo (3812112), Thornton (3812124), Isleton (3812125), Rio Vista (3812126), Galt (3812133), Bruceville (3812134), Courtland (3812135), Liberty Island (3812136), Carbondale (3812141), Sloughhouse (3812142), Elk Grove (3812143), Florin (3812144), Folsom SE (3812151), Carmichael (3812153), Sacramento East (3812154), Clarksville (3812161), Citrus Heights (3812163), Rio Linda (3812164), Nicolaus (3812185), Inverness (3812217), Yountville (3812243), Gridley (3912136), Biggs (3912146), Berry Creek (3912164), Richardson Springs NW (3912188), Dales (4012231), Bend (4012232), Tuscan Buttes Ne (4012241), Project City (4012263), Whiskeytown (4012265), Crescent City (4112472)",126,14,35,29,4,9,35,47,79,117,8,1,"Extirpated from southern California, and mostly extirpated from the Central Valley.  Several SAC Co. occurrences not relocated during fieldwork in 2005.  Threatened by grazing, development, recreational activities, non-native plants, road widening, and channel alteration and maintenance.  See Pittonia 2:158 (1890) for original description.","Sagittaria sanfordii Greene","","PMALI040Q0","SASA2",NA,NA,"1984-01-01","","2012-11-06",NA
