"Scientific Name","Common Name","Family","Lifeform","CRPR","GRank","SRank","CESA","FESA","Blooming Period","Habitat","Micro Habitat","Elevation Low (m)","Elevation Low (ft)","Elevation High (m)","Elevation High (ft)","CA Endemic","States","Counties","Quads","EO Total","EO A","EO B","EO C","EO D","EO X","EO U","EO Historical","EO Recent","EO Extant","EO Possibly Extirpated","EO Extirpated","Notes","Full Scientific Name","Synonyms","Element Code","USDA PLANTS Symbol","Flora Status","CBR Reason","Date Added","Date Changed","Last Update",
"Juncus acutus ssp. leopoldii","southwestern spiny rush","Juncaceae","perennial rhizomatous herb","4.2","G5T5","S4","None","None","(Mar)May-Jun","Coastal dunes (mesic), Meadows and seeps (alkaline seeps), Marshes and swamps (coastal salt)","","3","5","900","2955","F","AZ, BA, GA, NV, SA","IMP, LAX, ORA, SBA, SDG, SLO, VEN","Imperial Reservoir (3211484), Otay Mesa (3211658), In-ko-pah Gorge (3211661), Dulzura (3211667), Jamul Mountains (3211668), Alpine (3211677), El Cajon (3211678), Imperial Beach (3211751), National City (3211761), Point Loma (3211762), La Mesa (3211771), La Jolla (3211772), Del Mar (3211782), Myoma (3311673), Escondido (3311711), Rancho Santa Fe (3311712), Encinitas (3311713), San Marcos (3311722), San Luis Rey (3311723), Oceanside (3311724), Morro Hill (3311733), Las Pulgas Canyon (3311734), Murrieta (3311752), Newport Beach (3311768), Venice (3311884), Devils Heart Peak (3411858), Oxnard (3411922)","","","","","","","","","","","","","Threatened by urbanization and flood control.","Juncus acutus L. ssp. leopoldii (Parl.) Snog.","Juncus acutus var. sphaerocarpus","PMJUN01051","JUACL","","","1988-01-01","","2012-08-17",
"Juncus luciensis","Santa Lucia dwarf rush","Juncaceae","annual herb","1B.2","G3","S3","None","None","Apr-Jul","Chaparral, Great Basin scrub, Lower montane coniferous forest, Meadows and seeps, Vernal pools","","300","980","2040","6695","T","","LAS, MNT, MOD, NAP, NEV, PLA, PLU, RIV, SBA, SBT, SDG, SHA, SLO","Cuyamaca Peak (3211685), Julian (3311615), Murrieta (3311752), Wildomar (3311753), Goleta (3411947), San Marcos Pass (3411957), Lake Cachuma (3411958), Big Pine Mtn. (3411966), California Valley (3512031), Camatta Ranch (3512043), Creston (3512055), Templeton (3512056), Estrella (3512065), Adelaida (3512067), Tierra Redonda Mountain (3512078), Parkfield (3512084), Burnett Peak (3512172), Jolon (3512182), Cosio Knob (3612112), Bear Canyon (3612113), Cone Peak (3612114), Mount Johnson (3612153), Detert Reservoir (3812265), Martis Peak (3912031), Norden (3912033), Portola (3912074), Johnsville (3912076), Frenchman Lake (3912082), Dixie Mountain (3912083), Crocker Mtn. (3912084), Grizzly Valley (3912085), Ferris Creek (4012013), Squaw Valley Peak (4012014), Janesville (4012035), Pikes Point (4012057), Buckhorn Lake (4012081), Jacks Backbone (4012166), Egg Lake (4112133)","37","0","1","0","0","0","36","25","12","37","0","0","Potentially threatened by development.","Juncus luciensis Ertter","","PMJUN013J0","JULU2","","","2009-04-30","","2010-03-15",
"Lasthenia conjugens","Contra Costa goldfields","Asteraceae","annual herb","1B.1","G1","S1","None","FE","Mar-Jun","Cismontane woodland, Playas (alkaline), Valley and foothill grassland, Vernal pools","mesic","0","0","470","1540","T","","ALA, CCA, MEN, MNT, MRN, NAP, SBA, SCL, SOL, SON","Carpinteria (3411945), Goleta (3411947), Seaside (3612157), Salinas (3612166), Marina (3612167), San Jose East (3712137), Milpitas (3712148), Byron Hot Springs (3712176), Newark (3712251), San Leandro (3712262), Walnut Creek (3712281), Antioch North (3812117), Denverton (3812128), Elmira (3812138), Benicia (3812212), Fairfield South (3812221), Cuttings Wharf (3812223), Petaluma River (3812225), Fairfield North (3812231), Mt. George (3812232), Napa (3812233), Valley Ford (3812238), Capell Valley (3812242), Calistoga (3812255), Point Arena (3812386)","36","2","12","1","0","11","10","19","17","25","3","8","Many historical occurrences extirpated by development and agriculture.  Currently threatened by development, habitat alteration, hydrological alterations, overgrazing, and non-native plants.  See Pittonia 1:221 (1888) for original description, and Madroño 50(2):83-93 (2003) for ecological information.","Lasthenia conjugens Greene","","PDAST5L040","LACO6","","","1974-01-01","","2010-03-15",
"Lasthenia ferrisiae","Ferris' goldfields","Asteraceae","annual herb","4.2","G3","S3","None","None","Feb-May","Vernal pools (alkaline, clay)","","20","65","700","2295","T","","ALA, BUT, CCA, COL, FRE, KNG, KRN, MER, MNT, SAC, SBT, SJQ, SLO, SOL, STA, TUL, VEN, YOL","Wells Ranch (3511916), Painted Rock (3511927), Chimineas Ranch (3511928), Gosford (3511931), California Valley (3512031), La Panza NE (3512041), Clifton Court Forebay (3712175), Bruceville (3812134), Elmira (3812138), Fairfield South (3812221)","","","","","","","","","","","","","Threatened by development and agriculture.  Possibly threatened by vehicles and foot traffic.  See University of California Publications in Botany 40:74 (1966) for original description.","Lasthenia ferrisiae Ornd.","","PDAST5L070","LAFE","","","2001-01-01","","2012-11-05",
"Lasthenia glabrata ssp. coulteri","Coulter's goldfields","Asteraceae","annual herb","1B.1","G4T2","S2","None","None","Feb-Jun","Marshes and swamps (coastal salt), Playas, Vernal pools","","1","0","1220","4005","F","BA","COL, KRN, LAX, MER, ORA, RIV, SBA, SBD, SDG, SLO, SOL, SRO, TEH, TUL, VEN, YOL","Jamul Mountains (3211668), Imperial Beach (3211751), National City (3211761), La Jolla (3211772), Del Mar (3211782), Bucksnort Mtn. (3311645), Anza (3311656), Cahuilla Mtn. (3311657), Idyllwild (3311666), San Jacinto (3311678), Rancho Santa Fe (3311712), Encinitas (3311713), Oceanside (3311724), Morro Hill (3311733), Temecula (3311742), San Clemente (3311745), Bachelor Mtn. (3311751), Murrieta (3311752), Laguna Beach (3311757), Winchester (3311761), Romoland (3311762), Lake Elsinore (3311763), Tustin (3311767), Newport Beach (3311768), Lakeview (3311771), Perris (3311772), Anaheim (3311778), El Casco (3311781), Sunnymead (3311782), Riverside West (3311784), La Habra (3311788), Seal Beach (3311861), Los Alamitos (3311871), Long Beach (3311872), Torrance (3311873), Whittier (3311881), Inglewood (3311883), Venice (3311884), Santa Rosa Island East (3311988), Santa Rosa Island North (3312081), Twentynine Palms (3411621), Beverly Hills (3411814), Malibu Beach (3411816), Mt. Wilson (3411821), Pasadena (3411822), Canoga Park (3411825), Point Mugu (3411911), Oxnard (3411922), Ventura (3411933), Carpinteria (3411945), Santa Barbara (3411946), Goleta (3411947), Santa Ynez (3412051), Surf (3412065), Tehachapi South (3511814), Tehachapi NE (3511823), Tehachapi North (3511824), Bena (3511836), Elkhorn Hills (3511915), Millux (3511922), Panorama Hills (3511926), Painted Rock (3511927), Lokern (3511945), Las Yeguas Ranch (3511948), Lost Hills NE (3511965), Lost Hills NW (3511966), Delano West (3511973), Lone Tree Well (3511976), Alpaugh (3511984), Morro Bay South (3512037), Monson (3611943), Arena (3712036), Stevinson (3712037), Denverton (3812128), Dozier (3812137), Elmira (3812138), Dunnigan (3812188), Richardson Springs NW (3912188), Colusa (3912221)","111","7","8","4","2","15","75","63","48","96","14","1","Known to have declined significantly by 1966; seriously threatened by urbanization and agricultural development.  Also threatened by road maintenance.  Potentially threatened by foot traffic and drought.  Does plant occur in TUL Co.?  See Synoptical Flora of North America 1(2):324 (1884) for original description, University of California Publications in Botany 40:1-92 (1966) for taxonomic treatment, and Madroño 47(3):174-188 (2000) for ecological information.","Lasthenia glabrata Lindl. ssp. coulteri (Gray) Ornduff","","PDAST5L0A1","LAGLC","","","1994-01-01","","2014-07-07",
"Layia carnosa","beach layia","Asteraceae","annual herb","1B.1","G2","S2","CE","FE","Mar-Jul","Coastal dunes, Coastal scrub (sandy)","","0","0","60","195","F","OR","HUM, MNT, MRN, SBA, SFO","Tranquillon Mtn. (3412055), Point Arguello (3412056), Surf (3412065), Casmalia (3412075), Monterey (3612158), San Francisco North (3712274), Inverness (3812217), Drakes Bay (3812218), Tomales (3812228), Petrolia (4012433), Fields Landing (4012462), Cannibal Island (4012463), Eureka (4012472), Arcata North (4012481), Tyee City (4012482), Crannell (4112411), Orick (4112431), Requa (4112451)","25","2","10","6","0","4","3","6","19","21","2","2","Threatened by coastal development, foot traffic, vehicles, and non-native plants.","Layia carnosa (Nutt.) T. & G.","","PDAST5N010","LACA4","","","1988-01-01","","2015-03-25",
"Layia heterotricha","pale-yellow layia","Asteraceae","annual herb","1B.1","G2","S2","None","None","Mar-Jun","Cismontane woodland, Coastal scrub, Pinyon and juniper woodland, Valley and foothill grassland","alkaline or clay","300","980","1705","5595","T","","FRE, KNG, KRN, LAX, MNT, SBA, SBT, SLO, VEN","Matilija (3411943), Goleta (3411947), Wheeler Springs (3411953), Lake Cachuma (3411958), Lockwood Valley (3411961), San Guillermo (3411962), Reyes Peak (3411963), Rancho Nuevo Creek (3411964), Cuddy Valley (3411971), Sawmill Mountain (3411972), Apache Canyon (3411973), Cuyama Peak (3411974), Fox Mountain (3411975), Salisbury Potrero (3411976), Pleito Hills (3411981), Ballinger Canyon (3411984), Bates Canyon (3411988), Lompoc (3412064), Surf (3412065), Casmalia (3412075), Freeman Junction (3511758), Mojave (3511812), Monolith (3511813), Tehachapi South (3511814), Tehachapi NE (3511823), Tehachapi North (3511824), Elkhorn Hills (3511915), Wells Ranch (3511916), Caliente Mtn. (3511917), Taylor Canyon (3511918), Panorama Hills (3511926), Chimineas Ranch (3511928), Reward (3511936), McKittrick Summit (3511937), Simmler (3511938), Carneros Rocks (3511947), Las Yeguas Ranch (3511948), California Valley (3512031), La Panza (3512032), Camatta Ranch (3512043), Wilson Corner (3512044), Orchard Peak (3512062), Cholame (3512063), Tent Hills (3512072), Cholame Valley (3512073), Tierra Redonda Mountain (3512078), Garza Peak (3512082), The Dark Hole (3512083), Hames Valley (3512088), Bryson (3512171), Burnett Peak (3512172), Curry Mountain (3612014), Smith Mountain (3612015), Coalinga (3612023), Monarch Peak (3612027), Nattrass Valley (3612028), Domengine Ranch (3612033), Joaquin Rocks (3612034), Santa Rita Peak (3612035), Lonoak (3612038), Lillis Ranch (3612044), Ciervo Mtn. (3612045), Rock Spring Peak (3612048), Tumey Hills (3612056), Panoche (3612057), Bear Canyon (3612113), San Lucas (3612121), Thompson Canyon (3612122), Greenfield (3612132)","125","21","12","1","8","1","82","51","74","124","0","1","Threatened by agricultural conversion and previous construction of San Antonio Reservoir, grazing, non-native plants, and vehicles.  Potentially threatened by road maintenance and wind energy development.","Layia heterotricha (DC.) H. & A.","","PDAST5N070","LAHE","","","1994-01-01","","2011-11-22",
"Lepechinia fragrans","fragrant pitcher sage","Lamiaceae","perennial shrub","4.2","G3","S3","None","None","Mar-Oct","Chaparral","","20","65","1310","4300","T","","LAX, SBD, SCT, SCZ, SRO, VEN","Santa Catalina North (3311844), Cucamonga Peak (3411725), Mt. Baldy (3411726), Glendora (3411727), Azusa (3411728), Telegraph Peak (3411735), Mt. Wilson (3411821), Pasadena (3411822), Newbury Park (3411828), Condor Peak (3411832), Green Valley (3411854), Warm Springs Mountain (3411855), Point Mugu (3411911)","","","","","","","","","","","","","Known in the Santa Monica Mtns. from near Triunfo Pass, and may cross into VEN Co.  Threatened in the Santa Monica Mtns. by urbanization; threatened in the San Gabriel Mtns. by fire management and habitat alteration.","Lepechinia fragrans (Greene) Epl.","","PDLAM0V030","LEFR","","","1974-01-01","","2010-03-15",
"Lepechinia rossii","Ross' pitcher sage","Lamiaceae","perennial shrub","1B.2","G1","S1","None","None","May-Sep","Chaparral","","305","1000","790","2590","T","","LAX, VEN","Fillmore (3411848), Green Valley (3411854), Warm Springs Mountain (3411855)","3","0","0","0","0","0","3","1","2","3","0","0","Potentially threatened by logging and mining.  See Madrono 53(1): 77-84 (2006) for original description.","Lepechinia rossii S. Boyd & O. Mistretta","","PDLAM0V060","LERO8","","","2006-10-26","","2010-03-15",
"Lepidium virginicum var. robinsonii","Robinson's pepper-grass","Brassicaceae","annual herb","4.3","G5T3","S3","None","None","Jan-Jul","Chaparral, Coastal scrub","","1","0","885","2905","F","BA","LAX, ORA, RIV, SBA, SBD, SCZ, SDG, VEN","Campo (3211654), Tecate (3211656), Otay Mountain (3211657), Otay Mesa (3211658), Morena Reservoir (3211665), Dulzura (3211667), Jamul Mountains (3211668), Viejas Mountain (3211676), Alpine (3211677), El Cajon Mtn. (3211687), San Vicente Reservoir (3211688), Imperial Beach (3211751), National City (3211761), Point Loma (3211762), La Mesa (3211771), La Jolla (3211772), Poway (3211781), Del Mar (3211782), San Clemente Island South (3211873), San Clemente Island North (3211885), Ramona (3311617), San Pasqual (3311618), Rodriquez Mtn. (3311628), Bucksnort Mtn. (3311645), Beauty Mountain (3311646), Aguanga (3311647), Vail Lake (3311648), Butterfly Peak (3311655), Sage (3311658), Hemet (3311668), Escondido (3311711), Rancho Santa Fe (3311712), Encinitas (3311713), Valley Center (3311721), San Marcos (3311722), San Luis Rey (3311723), Pala (3311731), Morro Hill (3311733), Las Pulgas Canyon (3311734), San Onofre Bluff (3311735), Pechanga (3311741), Temecula (3311742), Fallbrook (3311743), Margarita Peak (3311744), Bachelor Mtn. (3311751), Murrieta (3311752), Winchester (3311761), Romoland (3311762), Alberhill (3311764), Santiago Peak (3311765), El Toro (3311766), Tustin (3311767), Steele Peak (3311773), Lake Mathews (3311774), Corona South (3311775), Black Star Canyon (3311776), El Casco (3311781), Riverside East (3311783), Riverside West (3311784), Corona North (3311785), Prado Dam (3311786), Yorba Linda (3311787), San Nicolas Island (3311924), Santa Cruz Island C (3311985), Santa Cruz Island B (3311986), Yucaipa (3411711), Redlands (3411712), San Bernardino South (3411713), Fontana (3411714), Ontario (3411716), San Dimas (3411717), Mt. Baldy (3411726), Glendora (3411727), Azusa (3411728), Los Angeles (3411812), Mt. Wilson (3411821), Sunland (3411833), San Fernando (3411834), Ojai (3411942), Lompoc (3412064), Surf (3412065)","142","1","6","5","1","1","128","78","64","141","1","0","Previously CRPR 1B.2; more common than originally known.  Threatened by development.  Possibly threatened by non-native plants.  A synonym of L. virginicum ssp. menziesii in TJM 2.  See Mitteilungen aus dem Botanischen Museum der Universität Zürich 28:255-256 (1906) for original description and Madroño 3(7):265-320 (1936) for taxonomic treatment.","Lepidium virginicum L. var. robinsonii (Thell.) Hitchc.","","PDBRA1M114","LEVIR","","","1994-01-01","","2017-10-02",
"Leptosiphon grandiflorus","large-flowered leptosiphon","Polemoniaceae","annual herb","4.2","G3G4","S3S4","None","None","Apr-Aug","Coastal bluff scrub, Closed-cone coniferous forest, Cismontane woodland, Coastal dunes, Coastal prairie, Coastal scrub, Valley and foothill grassland","usually sandy","5","15","1220","4005","T","","ALA, KRN, MAD, MER, MNT, MRN, SBA, SCL, SCR, SFO, SLO, SMT, SON","Soberanes Point (3612148), Santa Teresa Hills (3712127), San Rafael (3712285), Drakes Bay (3812218), Tomales (3812228)","","","","","","","","","","","","","Many historical occurrences extirpated by development; need status information.   A synonym of Linanthus grandiflorus in The Jepson Manual.  See Pittonia 2:260 (1892) for revised nomenclature, and Aliso 19(1):55-91 (2000) for taxonomic treatment.","Leptosiphon grandiflorus Benth.","Linanthus grandiflorus","PDPLM090K0","LEGR23","","","1994-01-01","","2010-03-15",
"Lessingia tenuis","spring lessingia","Asteraceae","annual herb","4.3","G4","S4","None","None","May-Jul","Chaparral, Cismontane woodland, Lower montane coniferous forest","openings","300","980","2150","7055","T","","ALA, KRN, MNT, SBA, SBT, SCL, SLO, STA, VEN","Cuddy Valley (3411971), Burro Mountain (3512173), Cosio Knob (3612112), Crevison Peak (3712122), Isabel Valley (3712135)","","","","","","","","","","","","","Possibly threatened by feral pigs, grazing, and alteration of fire regimes.","Lessingia tenuis (Gray) Cov.","Lessingia germanorum var. tenuis","PDAST5S0B0","LETE8","","","1974-01-01","","2013-08-21",
"Lilium humboldtii ssp. ocellatum","ocellated Humboldt lily","Liliaceae","perennial bulbiferous herb","4.2","G4T4?","S4?","None","None","Mar-Jul(Aug)","Chaparral, Cismontane woodland, Coastal scrub, Lower montane coniferous forest, Riparian woodland","openings","30","95","1800","5905","T","","ANA, LAX, ORA, RIV, SBA, SBD, SCZ, SDG, SRO, VEN","Otay Mountain (3211657), Otay Mesa (3211658), Ranchita (3311625), Vail Lake (3311648), Pechanga (3311741), Fallbrook (3311743), Margarita Peak (3311744), Sitton Peak (3311754), Alberhill (3311764), Black Star Canyon (3311776), Forest Falls (3411618), Big Bear Lake (3411628), Yucaipa (3411711), Keller Peak (3411721), Harrison Mtn. (3411722), San Bernardino North (3411723), Devore (3411724), Cucamonga Peak (3411725), Mt. Baldy (3411726), Glendora (3411727), Azusa (3411728), Butler Peak (3411731), Lake Arrowhead (3411732), Silverwood Lake (3411733), Cajon (3411734), Mount San Antonio (3411736), Crystal Lake (3411737), Mt. Wilson (3411821), Pasadena (3411822), Burbank (3411823), Calabasas (3411826), Thousand Oaks (3411827), Chilao Flat (3411831), Condor Peak (3411832), San Fernando (3411834), Warm Springs Mountain (3411855), Burnt Peak (3411865), Santa Paula Peak (3411941), Ojai (3411942), Santa Barbara (3411946)","","","","","","","","","","","","","Threatened by development and horticultural collecting on the mainland, and by feral herbivores on SCZ and SRO islands.  Includes L. humboldtii var. bloomerianum and L. fairchildii.  See Proceedings of the California Academy of Sciences I 5:88 (1873) for original description.                                                                                                                                                                                       ","Lilium humboldtii Roezl & Leichtl. ssp. ocellatum (Kell.) Thorne","Lilium fairchildii","PMLIL1A072","LIHUO2","","","1980-01-01","","2010-03-15",
